PRIORITY,ADDRESS,CITY,ZIP,TOTAL MEDICAID $,NUM ENTITIES,WHY FLAGGED,ENTITY 1,ENTITY 1 $,PERSON IN CHARGE,PHONE,ENTITY 2,ENTITY 2 $,PERSON IN CHARGE,PHONE,ENTITY 3,ENTITY 3 $,PERSON IN CHARGE,PHONE,ALL ENTITIES,ALL PERSONS
P5 - REVIEW,35 MARKET ST,LOWELL,1852,43372427,5,SAME PERSON CONTROLS ALL ENTITIES | 5 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,"BRIDGEWELL, INC",43358862,LYNN LEWIS (BILLING MANAGER),(978) 459-0389,DEBRA JOY,9007,,(978) 459-0389,JENNIFER BURZYK,2417,,(978) 459-0389,"BRIDGEWELL, INC /// DEBRA JOY /// JENNIFER BURZYK /// LISA BROWN /// GEORGE STOCKER",LYNN LEWIS
P5 - REVIEW,874 PURCHASE ST,NEW BEDFORD,2740,42864986,16,SAME PERSON CONTROLS ALL ENTITIES | 16 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,"GREATER NEW BEDFORD COMMUNITY HEALTH CENTER, INC.",42590745,CHERYL BARTLETT (CEO),(508) 992-6553,MARY MCCABE,120193,,(508) 992-6553,NICOLE TRINGALI,44704,,(508) 992-6553,"GREATER NEW BEDFORD COMMUNITY HEALTH CENTER, INC. /// MARY MCCABE /// NICOLE TRINGALI /// DONALD MIDDLETON JR. /// JESSICA BAIROS /// NAOMI RAPPAPORT /// AMELIA MONTEIRO /// HEATHER GODDARD /// DENNIS TOMAZ /// MEGHAN WANDERER /// SHABANA NAZ /// THAN WIN /// NANCY LANGHANS /// DAVID SANCHEZ /// JESSICA MITCHELL /// ANN LEAL",CHERYL BARTLETT
P5 - REVIEW,69 E MAIN ST,NORTON,2766,40137443,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"NORTH COTTAGE PROGRAM, INC.",40068975,LAURENCE SCHNEIDER (EXECUTIVE DIRECTOR),(508) 285-2701,ARLENE DICKINSON,68468,,(508) 246-4217,,0,,,"NORTH COTTAGE PROGRAM, INC. /// ARLENE DICKINSON",LAURENCE SCHNEIDER
P5 - REVIEW,326 NICHOLS RD,FITCHBURG,1420,39042351,29,SAME PERSON CONTROLS ALL ENTITIES | 29 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,"COMMUNITY HEALTH CONNECTIONS, INC.",31729205,JOHN DEMALIA (PRESIDENT AND CEO),(978) 878-8100,ALEJANDRO VALLADARES,5411302,,(978) 878-8100,KATHLEEN SWEENEY,771086,,(978) 878-8100,"COMMUNITY HEALTH CONNECTIONS, INC. /// ALEJANDRO VALLADARES /// KATHLEEN SWEENEY /// TERRY OSBORNE /// CHERYL DIVITO /// BETH MAZYCK /// ELIZABETH HUGHES /// ERIC ROSENTHAL /// LIJY MATHEW /// DIEDERIK MEURSING /// FELICIA BROWN /// JOSE DRASICH /// SHAHIDA FAREED /// MICHELLE BOUDREAU /// ARLENE FLYNN /// DORCAS KORIR /// AMBER CAHILL /// KATHERINE KISH /// ANDREA CARR /// DARYL MCCLENDON /// MICHELLE REGAN /// GLEIDISTONEY DEOLIVEIRA /// WADE MUNROE /// GRANT PIERRE /// TINA GUPTA /// KATHLEEN TAKACH /// LAQUITA MORRIS /// JILL COTE /// JULIE PELLETIER",JOHN DEMALIA
P5 - REVIEW,261 OLIVER ST,FALL RIVER,2724,35319642,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,GABRIEL CARE LLC,29346569,DENNIS ETZKORN (PESIDENT),(508) 678-1002,GABRIEL CARE INC,5973073,DENNIS ETZKORN (PRESIDENT),(508) 678-9095,,0,,,GABRIEL CARE LLC /// GABRIEL CARE INC,DENNIS ETZKORN
P5 - REVIEW,110 LIBERTY ST,BROCKTON,2301,34014612,12,SAME PERSON CONTROLS ALL ENTITIES | 12 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,SIGNATURE HEALTHCARE MEDICAL GROUP INC,33375435,"CYNTHIA COLBY (DIRECTOR, MEDICAL STAFF SERVICES)",(508) 894-0400,KAREN BUGAJ,350884,,(508) 894-0400,JASON LOU,115573,,(508) 565-3055,SIGNATURE HEALTHCARE MEDICAL GROUP INC /// KAREN BUGAJ /// JASON LOU /// JANET TESTONI /// ASIM MAHER /// VOULA CHRISTOPOULOS /// SARIKA CHOPRA /// BRUCE BERTRAND /// SYED IMAM /// ALEXANDER GEORGAKIS /// BAHAREH EHSAEI /// WILLIAM SIEGEL,CYNTHIA COLBY
P5 - REVIEW,1049 MAIN ST,SPRINGFIELD,1103,33766092,23,SAME PERSON CONTROLS ALL ENTITIES | 23 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,"CARING HEALTH CENTER, INC.",23238874,TANIA BARBER (PRESIDENT/CEO),(413) 693-1007,AIDETTE FLORIMON RAMIREZ,2093168,,(413) 739-1100,MICHAEL CHILD,1459569,,(413) 739-1100,"CARING HEALTH CENTER, INC. /// AIDETTE FLORIMON RAMIREZ /// MICHAEL CHILD /// SIOBHAN MCNALLY /// SUSHMA GURUNG /// EVELYN ANSAH /// SARAH KAREVICIUS /// ROSIMAR ALICEA /// CHRISTINE NDISSI /// ANNE MARIE BELINDA /// TYLOR VAILLANCOURT /// REGINA SANTANA /// KARINA KOVALEVICH /// CARINA DEL VALLE /// DINARA SALITSKY /// RACHEL WU /// SAMANTHA FERRITER /// NATALIYA SEVASTYANOVA /// HARENA SYAL /// YAMAN KANA /// KATHRYN PROULX /// RAGHUVEER RAKASI /// AREEN KHARASHGEH",TANIA BARBER
P5 - REVIEW,151 ROCK ST,FALL RIVER,2720,33355089,4,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"FAMILY SERVICE ASSOCIATION OF GREATER FALL RIVER, INC.",32864240,CAROL NAGLE (CEO),(508) 678-7542,JEFFREY LIMA,328739,,(508) 678-7542,MIRTA TEDESCO SOUZA,93637,,(508) 678-7542,"FAMILY SERVICE ASSOCIATION OF GREATER FALL RIVER, INC. /// JEFFREY LIMA /// MIRTA TEDESCO SOUZA /// IRENE LANG",CAROL NAGLE
P5 - REVIEW,4 OMNI WAY,CHELMSFORD,1824,33108950,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"INCOMPASS HUMAN SERVICES, INC.",21221657,ADAM SHUSTER (CFO),(978) 349-3000,"INCOMPASS HUMAN SERVICES, INC.",11887293,ADAM SHUSTER (CFO),(978) 349-3000,,0,,,"INCOMPASS HUMAN SERVICES, INC. /// INCOMPASS HUMAN SERVICES, INC.",ADAM SHUSTER
P5 - REVIEW,27 CONGRESS STREET,SALEM,1970,32263214,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"NORTH SHORE COMMUNITY HEALTH, INC",32247083,MARGARET BRENNAN (CEO),(978) 744-8388,COURTNEY MCHUGH,8187,,(781) 584-6385,CORINNA MCALLON,7944,,(978) 745-8890,"NORTH SHORE COMMUNITY HEALTH, INC /// COURTNEY MCHUGH /// CORINNA MCALLON",MARGARET BRENNAN
P5 - REVIEW,200 TER HEUN DR,FALMOUTH,2540,29246688,12,SAME PERSON CONTROLS ALL ENTITIES | 12 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,"GOSNOLD, INC.",27611379,RAYMOND TAMASI (CHIEF EXECUTIVE OFFICER),(508) 540-6550,MICHAEL SYLVIA,788218,,(508) 540-6550,MARK GONSALVES,480442,,(508) 540-6550,"GOSNOLD, INC. /// MICHAEL SYLVIA /// MARK GONSALVES /// WILLIAM FERNEY /// DONNA FLAX /// MERIWEATHER CAMPBELL /// CHERI WEBER /// AMY LEEK /// HEATHER MACEDO /// AYLIN UNEL /// CYNTHIA PRAPAS /// SUSAN COUTINHO",RAYMOND TAMASI
P5 - REVIEW,500 COLUMBIA RD,DORCHESTER,2125,26593379,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"UPHAM'S CORNER HEALTH COMMITTEE, INC.",24761020,JAGDEEP TRIVEDI (CEO),(617) 287-8000,UPHAMS CORNER HEALTH COMMITTEE INC,1800244,JAGDEEP TRIVEDI (CEO),(617) 825-9206,GEOFFREY MODEST,32116,,(617) 287-8000,"UPHAM'S CORNER HEALTH COMMITTEE, INC. /// UPHAMS CORNER HEALTH COMMITTEE INC /// GEOFFREY MODEST",JAGDEEP TRIVEDI
P5 - REVIEW,43 HIGH ST,WAREHAM,2571,26229330,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"SOUTHCOAST HOSPITALS GROUP, INC",26216510,WILLIAM GRIGG (EXECUTIVE VICE PRESIDENT & CFO),(508) 295-0880,THEODORE SPEVACK,10940,,(508) 273-4680,RANDY KAPLAN,1880,,(508) 273-4180,"SOUTHCOAST HOSPITALS GROUP, INC /// THEODORE SPEVACK /// RANDY KAPLAN",WILLIAM GRIGG
P5 - REVIEW,110 W SQUANTUM ST,NORTH QUINCY,2171,24873691,10,SAME PERSON CONTROLS ALL ENTITIES | 10 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,"MANET COMMUNITY HEALTH CENTER, INC.",21816958,CYNTHIA SIERRA (CHIEF EXECUTIVE OFFICER),(617) 376-3030,"MANET COMMUNITY HEALTH CENTER, INC.",2833577,CYNTHIA SIERRA (CHIEF EXECUTIVE OFFICER),(617) 376-3000,VANDANA BIJOOR,149866,,(617) 376-3000,"MANET COMMUNITY HEALTH CENTER, INC. /// MANET COMMUNITY HEALTH CENTER, INC. /// VANDANA BIJOOR /// CHARLES BELL /// NICOLE TOUCHET /// JOSHUA OKALLO /// ELIZABETH TSAI /// VIKRAM BUTANI /// HIROMICHI MIYASHITA /// JEANNE MARIE HOPKINS",CYNTHIA SIERRA
P5 - REVIEW,1 FATHER DEVALLES BLVD,FALL RIVER,2723,23272293,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"PEOPLE, INCORPORATED",22860771,"MEGAN STIRK (PRESIDENT, CEO)",(774) 488-5326,BRIAN RILEY,220721,,(508) 677-9072,SALLY SOULIERE,190800,,(774) 294-5055,"PEOPLE, INCORPORATED /// BRIAN RILEY /// SALLY SOULIERE",MEGAN STIRK
P5 - REVIEW,35 CONGRESS ST,SALEM,1970,22896361,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,EAST POINT ADHC,22892213,ALEX EYDINOV (OWNER),(630) 212-9145,KAITLIN BURKE,4148,,(978) 542-1951,,0,,,EAST POINT ADHC /// KAITLIN BURKE,ALEX EYDINOV
P5 - REVIEW,564 MAIN ST,FITCHBURG,1420,22791173,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"THE ARC OF OPPORTUNITY IN NO. CENTRAL MASS., INC.",14555060,LYNNE SUGAR (CHIEF FINANCIAL OFFICER),(978) 343-6662,"ARC COMMUNITY SERVICES, INC.",8236113,LYNNE SUGAR (CFO),(978) 343-6662,,0,,,"THE ARC OF OPPORTUNITY IN NO. CENTRAL MASS., INC. /// ARC COMMUNITY SERVICES, INC.",LYNNE SUGAR
P5 - REVIEW,1340 BOYLSTON ST,BOSTON,2215,22585548,13,SAME PERSON CONTROLS ALL ENTITIES | 13 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,"FENWAY COMMUNITY HEALTH CENTER, INC",22494179,JEFF LIEBERMAN (VP FINANCE & ADMINISTRATION),(617) 927-4880,TIMOTHY CAVANAUGH,20747,,(617) 267-0900,RICHARD GUMPERT,20707,,(617) 267-0900,"FENWAY COMMUNITY HEALTH CENTER, INC /// TIMOTHY CAVANAUGH /// RICHARD GUMPERT /// WILFREDO GIORDANO-PEREZ /// EMILY PRICE /// BRADLEY MILAM /// PAMELA ADELSTEIN /// ALEX GONZALEZ /// BRIAN BAKOFEN /// LAUREN SCOTT /// EMILY ADUBA /// SCOTT HARRIS /// RALPH VETTERS",JEFF LIEBERMAN
P5 - REVIEW,405 WASHINGTON ST,HANOVER,2339,22359362,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"CARDINAL CUSHING CENTERS, INC.",12294441,SIGMUND KOZARYN (VICE PRESIDENT FINANCE),(781) 829-1215,"CARDINAL CUSHING CENTERS, INC.",5038757,SIGMUND KOZARYN (VICE PRESIDENT FINANCE),(781) 826-6371,"CARDINAL CUSHING CENTERS, INC.",5026164,SIGMUND KOZARYN (VICE PRESIDENT FINANCE AND CFO),(781) 829-1215,"CARDINAL CUSHING CENTERS, INC. /// CARDINAL CUSHING CENTERS, INC. /// CARDINAL CUSHING CENTERS, INC.",SIGMUND KOZARYN
P5 - REVIEW,210 MARKET ST,LYNN,1901,21322117,4,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"ALL CARE RESOURCES, INC.",15732652,JO-MARY KOOPMAN (PRESIDENT),(781) 598-2454,ALL CARE HOSPICE INC.,3493443,JO-MARY KOOPMAN (PRESIDENT),(781) 598-2454,ALL CARE VISITING NURSE ASSOCIATION OF GREATER LYNN INC.,2091340,JO-MARY KOOPMAN (PRESIDENT/CEO),(781) 598-2454,"ALL CARE RESOURCES, INC. /// ALL CARE HOSPICE INC. /// ALL CARE VISITING NURSE ASSOCIATION OF GREATER LYNN INC. /// ALL CARE HOSPICE INC",JO-MARY KOOPMAN
P5 - REVIEW,3 MAPLE ST,TAUNTON,2780,21114839,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"PREPARATORY REHABILITATION FOR INDIVIDUAL DEVELOPMENT & EMPLOYMENT, IN",16845215,JEAN GOLDSBERRY (EXECUTIVE DIRECTOR),(508) 823-7134,"PREPARATORY REHABILITATION FOR INDIVIDUAL DEVELOPMENT & EMPLOYMENT, IN",4027102,JEAN GOLDSBERRY (EXECUTIVE DIRECTOR),(508) 823-7134,"PREPARATORY REHABILITATION FOR INDIVIDUAL DEVELOPMENT & EMPLOYMENT, IN",242521,JEAN GOLDSBERRY (EXECUTIVE DIRECTOR),(508) 823-7134,"PREPARATORY REHABILITATION FOR INDIVIDUAL DEVELOPMENT & EMPLOYMENT, IN /// PREPARATORY REHABILITATION FOR INDIVIDUAL DEVELOPMENT & EMPLOYMENT, IN /// PREPARATORY REHABILITATION FOR INDIVIDUAL DEVELOPMENT & EMPLOYMENT, IN",JEAN GOLDSBERRY
P5 - REVIEW,290 CENTRE ST,NEWTON,2458,19594390,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"METROCARE, LLC",10254041,VLADIMIR TURETSKY (MANAGER),(617) 658-1888,METROCARE LLC.,9340348,VLADIMIR TURETSKY (MANAGER),(617) 506-3876,,0,,,"METROCARE, LLC /// METROCARE LLC.",VLADIMIR TURETSKY
P5 - REVIEW,500 W CUMMINGS PARK,WOBURN,1801,18449685,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,QUALITY CARE,18300897,ROBERT LOWNDS (COO),(617) 326-8997,MELISSA MESKELL,120926,,(781) 932-8114,BARBARA DOYLE,27861,,(781) 871-6550,QUALITY CARE /// MELISSA MESKELL /// BARBARA DOYLE,ROBERT LOWNDS
P5 - REVIEW,400 STANLEY ST,FALL RIVER,2720,18397812,5,SAME PERSON CONTROLS ALL ENTITIES | 5 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,"STANLEY STREET TREATMENT AND RESOURCES, INC",18378867,BETH CANTAFIO (FINANCE DIRECTOR),(508) 675-1054,GEORGE MAXTED,8720,,(508) 675-1054,ASHLEY WEBER,5068,,(508) 675-1054,"STANLEY STREET TREATMENT AND RESOURCES, INC /// GEORGE MAXTED /// ASHLEY WEBER /// JILLIAN HARRINGTON /// SIMON MELNICK",BETH CANTAFIO
P5 - REVIEW,632 BLUE HILL AVENUE,DORCHESTER,2121,18162003,4,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,HARVARD STREET NEIGHBORHOOD HEALTH CENTER INC,18137789,CHARLES MURPHY (PRESIDENT/CEO),(617) 822-5520,WHA-JA WOO,16486,,(617) 825-3400,SARAH SWETTBERG,5483,,(617) 794-8164,HARVARD STREET NEIGHBORHOOD HEALTH CENTER INC /// WHA-JA WOO /// SARAH SWETTBERG /// MAY RIAD,CHARLES MURPHY
P5 - REVIEW,226 FIELD ST,NEW BEDFORD,2740,17845098,8,SAME PERSON CONTROLS ALL ENTITIES | 8 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,"BOSTON NEUROBEHAVIORAL ASSOCIATES, LLC",17064227,MOHAMMAD MUNIR (PRESIDENT),(508) 979-5557,LAUREN DUNN,392662,,(508) 979-5557,MICHAEL MCLAUGHLIN,177925,,(508) 817-5129,"BOSTON NEUROBEHAVIORAL ASSOCIATES, LLC /// LAUREN DUNN /// MICHAEL MCLAUGHLIN /// JAMES BIEDAK /// CHRISTINA REDD /// MATTHEW WIDMEYER /// DANIEL LIGMAN /// DAMIAN AMANFO",MOHAMMAD MUNIR
P5 - REVIEW,170 MORTON STREET,JAMAICA PLAIN,2130,17629557,5,5 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,PINESTREET INN,17370324,LYNDIA DOWNEY (EXECUTIVE DIRECTOR),(617) 892-9451,ELISE KLINE,169754,,(617) 971-3085,MEERA SEKAR,73059,,(617) 522-8110,PINESTREET INN /// ELISE KLINE /// MEERA SEKAR /// JOHN HSU /// GINA TERENZI,LYNDIA DOWNEY
P5 - REVIEW,2181 WASHINGTON STREET,ROXBURY,2119,16105148,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"HATHAWAY ROAD DENTAL, PC",9047162,MICHELLE JACOMINO (DIRECTOR OF PAYOR RELATIONS),(617) 427-5665,ANUBHA SACHETI,7035661,,(617) 445-6794,DAVID BACANI,22325,,(617) 541-0772,"HATHAWAY ROAD DENTAL, PC /// ANUBHA SACHETI /// DAVID BACANI",MICHELLE JACOMINO
P5 - REVIEW,267 BOSTON RD,NORTH BILLERICA,1862,15816448,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"TOWARD INDEPENDENT LIVING & LEARNING, INC.",15701412,KEVIN STOCK (VICE PRESIDENT - OPERATIONS),(781) 302-4604,SAVITA PATIL,103367,,(978) 663-6666,BHUMI SHAH,11669,,(978) 663-6666,"TOWARD INDEPENDENT LIVING & LEARNING, INC. /// SAVITA PATIL /// BHUMI SHAH",KEVIN STOCK
P5 - REVIEW,67 MILLBROOK STREET,WORCESTER,1606,14615659,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"VNA CARE NETWORK, INC.",13536106,TODD ROSE (CEO),(800) 521-5539,"VNA CARE HOSPICE, INC.",1069848,TODD ROSE (CEO),(800) 521-5539,MADISON DEWOLFE,9705,,(508) 283-4513,"VNA CARE NETWORK, INC. /// VNA CARE HOSPICE, INC. /// MADISON DEWOLFE",TODD ROSE
P5 - REVIEW,398 NEPONSET AVE,DORCHESTER,2122,14233536,7,SAME PERSON CONTROLS ALL ENTITIES | 7 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,"HARBOR HEALTH SERVICES, INC.",13830990,CHARLES JONES (PRESIDENT / CEO),(617) 282-3200,SHARENE NUBANI,230668,,(347) 320-7305,DANIELLE CROWELL,94904,,(617) 282-3200,"HARBOR HEALTH SERVICES, INC. /// SHARENE NUBANI /// DANIELLE CROWELL /// KIM NGHIEM /// ANN NUTT /// LILY KAM /// ELLY TSAI",CHARLES JONES
P5 - REVIEW,877 SOUTH ST,PITTSFIELD,1201,13814609,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"HOSPICECARE IN THE BERKSHIRES, INC.",13813088,MICHELLE CHAPPELL (EXECUTIVE DIRECTOR),(413) 443-2994,KARL BERGER,1521,,(413) 269-5656,,0,,,"HOSPICECARE IN THE BERKSHIRES, INC. /// KARL BERGER",MICHELLE CHAPPELL
P5 - REVIEW,46 DAGGETT DR,WEST SPRINGFIELD,1089,12852139,6,SAME PERSON CONTROLS ALL ENTITIES | 6 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,REEN & REEN DMD PC,11405029,DAVID REEN (PRESIDENT),(413) 733-2477,ARNOLD SILVERMAN,1442514,,(413) 737-6906,MICHAEL SOLON,2192,,(413) 794-9110,REEN & REEN DMD PC /// ARNOLD SILVERMAN /// MICHAEL SOLON /// NAVATHA HANUMAGUTTI /// PHYLLIS OWUSU-GRIFFIN /// THEODORE INGIS,DAVID REEN
P5 - REVIEW,1055 COMMONWEALTH AVE,BOSTON,2215,12837886,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"PLANNED PARENTHOOD LEAGUE OF MASSACHUSETTS, INC.",12834133,FIONA JACKSON (SR. DIRECTOR OF ENTERPRISE OPS),(617) 616-1600,MELISSA PRAGANA,3753,,(617) 616-1600,,0,,,"PLANNED PARENTHOOD LEAGUE OF MASSACHUSETTS, INC. /// MELISSA PRAGANA",FIONA JACKSON
P5 - REVIEW,555 STATE ST,SPRINGFIELD,1109,12198530,4,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,DENTAL DREAMS LLC,12192580,SAMEERA HUSSAIN (OWNER/DENTIST),(413) 736-0027,KRISHNAPRASANTH MUDUSU,5950,,(413) 736-0027,CHANG YOUN HAN,0,,(413) 736-0027,DENTAL DREAMS LLC /// KRISHNAPRASANTH MUDUSU /// CHANG YOUN HAN /// HYE YOUNG SHIN,SAMEERA HUSSAIN
P5 - REVIEW,332 HANOVER ST,BOSTON,2113,11896912,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,NORTH END COMMUNITY HEALTH COMMITTEE INC,11894999,VINCENZO SCIBELLI (CHIEF EXECUTIVE OFFICER),(617) 643-8000,DEREK TRAPASSO,1730,,(617) 643-8000,ANNA DUONG,182,,(617) 643-8070,NORTH END COMMUNITY HEALTH COMMITTEE INC /// DEREK TRAPASSO /// ANNA DUONG,VINCENZO SCIBELLI
P5 - REVIEW,799 W BOYLSTON ST,WORCESTER,1606,11433024,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"SEVEN HILLS ASPIRE, INC.",11421630,MICHAEL MATTHEWS (SR. VP OF BUSINESS AND FINANCE),(508) 856-0283,"FAMILY SERVICES ORGANIZATION OF WORCESTER, INC",11394,MICHAEL MATTHEWS (SR VP OF BUSINESS & FINANCE),(508) 756-4646,,0,,,"SEVEN HILLS ASPIRE, INC. /// FAMILY SERVICES ORGANIZATION OF WORCESTER, INC",MICHAEL MATTHEWS
P5 - REVIEW,435 HANCOCK ST,QUINCY,2171,11390649,4,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,MADDIE HAO,7733303,,(617) 745-0280,QIYUE HU,3341462,,(617) 318-3300,"SOUTH COVE COMMUNITY HEALTH CENTER, INC.",313890,EUGENE WELCH (EXECUTIVE DIRECTOR),(617) 318-3300,"MADDIE HAO /// QIYUE HU /// SOUTH COVE COMMUNITY HEALTH CENTER, INC. /// XINYAN LIU",EUGENE WELCH
P5 - REVIEW,26 WOOD ST,LOWELL,1851,11283557,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | ONE PERSON RUNS ALL,"DENTAL DREAMS, LLC",11283329,SAMEERA HUSSAIN (OWNER / DENTIST),(978) 458-5544,HEMANT BHASKAR,228,,(978) 458-5544,,0,,,"DENTAL DREAMS, LLC /// HEMANT BHASKAR",SAMEERA HUSSAIN
P5 - REVIEW,354 WAVERLY ST,FRAMINGHAM,1702,11085013,5,SAME PERSON CONTROLS ALL ENTITIES | 5 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,ROBERT JOHNSTON,11043360,,(508) 661-2020,NICOLAS AVELLANEDA,22499,,(508) 661-2038,"EDWARD M. KENNEDY COMMUNITY HEALTH CENTER, INC",12221,STEPHEN KERRIGAN (PRESIDENT/CEO),(508) 370-0113,"ROBERT JOHNSTON /// NICOLAS AVELLANEDA /// EDWARD M. KENNEDY COMMUNITY HEALTH CENTER, INC /// SUSAN RICHARDSON /// MARGARET GENTILE",STEPHEN KERRIGAN
P5 - REVIEW,1601 WASHINGTON STREET,BOSTON,2118,10747898,8,SAME PERSON CONTROLS ALL ENTITIES | 8 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,SOUTH END COMMUNITY HEALTH CENTER INC,8651996,WILLIAM WALCZAK (CHIEF EXECUTIVE OFFICER),(617) 425-2000,SOUTH END COMMUNITY HEALTH CENTER INC,1959462,WILLIAM WALCZAK (CEO),(617) 425-2000,GREGORY MARCELLIN,69286,,(617) 425-2000,SOUTH END COMMUNITY HEALTH CENTER INC /// SOUTH END COMMUNITY HEALTH CENTER INC /// GREGORY MARCELLIN /// LANCE GOODMAN /// JUSTIN SWEDER /// DANIEL ROBB /// KATHRYN LEVASSEUR /// NISHA PATEL,WILLIAM WALCZAK
P5 - REVIEW,2425 HIGHLAND AVE,FALL RIVER,2720,10597742,5,SAME PERSON CONTROLS ALL ENTITIES | 5 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,"SAINT VINCENT'S SERVICES, INC.",10282993,KRISTEN DUTRA (CEO),(508) 679-8511,MORTON KURLAND,249034,,(508) 679-8511,MARIANA SARAIVA,39851,,(508) 679-8511,"SAINT VINCENT'S SERVICES, INC. /// MORTON KURLAND /// MARIANA SARAIVA /// JOSEPH VALDER /// APRIL DESROCHES",KRISTEN DUTRA
P5 - REVIEW,329 CONWAY ST,GREENFIELD,1301,10528153,18,SAME PERSON CONTROLS ALL ENTITIES | 18 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | ONE PERSON RUNS ALL,"VALLEY MEDICAL GROUP, P.C.",9960405,PAUL CARLAN (PRESIDENT),(413) 774-6301,"VALLEY MEDICAL GROUP, P.C.",312824,PAUL CARLAN (PRESIDENT),(413) 774-6301,JASMINA JALBERT,94893,,(413) 774-6301,"VALLEY MEDICAL GROUP, P.C. /// VALLEY MEDICAL GROUP, P.C. /// JASMINA JALBERT /// JOHN NOVO /// NORMAN SKORSTAD /// MARIE WARGO /// KATHERINE KRAUSKOPF /// MARGIT WALKER /// ANNA BINGHAM /// JEFFREY PALMER /// PAUL CARLAN /// MARGUERITE GUMP /// MICHAEL REEVES /// REBECCA CRAVEN /// NANCY DOUBLEDAY /// PATRICIA IVERSON /// AMY SOFTIC /// JAMES MERLIN",PAUL CARLAN
